"source_college","target_university","major","academic_year","required_uc_course_or_area","articulated_ccsf_course","notes","raw_agreement_url_or_id"
"CCSF","UC Berkeley","Analytics, B.A.","2025-2026","ECON 1","ECON 1 AND ECON 3","ECON 1: Introduction to Economics","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Fac2ccdba-4034-4cd2-acd3-08ddbf3f4ee7"
"CCSF","UC Berkeley","Analytics, B.A.","2025-2026","ECON C3","ECON 3 AND POLS 22","ECON C3: Introduction to Environmental Economics and Policy","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Fac2ccdba-4034-4cd2-acd3-08ddbf3f4ee7"
"CCSF","UC Berkeley","Analytics, B.A.","2025-2026","UGBA 10X","GNBS 119","UGBA 10X: Foundations of Business","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Fac2ccdba-4034-4cd2-acd3-08ddbf3f4ee7"
"CCSF","UC Berkeley","Analytics, B.A.","2025-2026","ENGIN 7","ENGN 38 AND ENGN 10B","ENGIN 7: Introduction to Computer Programming for Scientists and Engineers (MATLAB)","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Fac2ccdba-4034-4cd2-acd3-08ddbf3f4ee7"
"CCSF","UC Berkeley","Analytics, B.A.","2025-2026","COMPSCI 61A","No Course Articulated","COMPSCI 61A: The Structure and Interpretation of Computer Programs","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Fac2ccdba-4034-4cd2-acd3-08ddbf3f4ee7"
"CCSF","UC Berkeley","Analytics, B.A.","2025-2026","DATA C8","MATH 108","DATA C8: Foundations of Data Science","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Fac2ccdba-4034-4cd2-acd3-08ddbf3f4ee7"
"CCSF","UC Berkeley","Analytics, B.A.","2025-2026","DATA C88C","This course must be taken at the university after transfer","DATA C88C: Computational Structures in Data Science","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Fac2ccdba-4034-4cd2-acd3-08ddbf3f4ee7"
"CCSF","UC Berkeley","Ancient Greek and Roman Civilizations, B.A.","2025-2026","AGRS 10A","No Course Articulated","AGRS 10A: Introduction to Ancient Greece","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Ffe528381-ad7a-4ed8-acd0-08ddbf3f4ee7"
"CCSF","UC Berkeley","Ancient Greek and Roman Civilizations, B.A.","2025-2026","AGRS 10B","No Course Articulated","AGRS 10B: Introduction to Ancient Rome","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Ffe528381-ad7a-4ed8-acd0-08ddbf3f4ee7"
"CCSF","UC Berkeley","Anthropology, B.A.","2025-2026","ANTHRO 1","ANTH 1","ANTHRO 1: Introduction to Biological Anthropology","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2F8e3177fa-df3e-4cc5-acf8-08ddbf3f4ee7"
"CCSF","UC Berkeley","Anthropology, B.A.","2025-2026","ANTHRO 2","ANTH 2","ANTHRO 2: Introduction to Archaeology","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2F8e3177fa-df3e-4cc5-acf8-08ddbf3f4ee7"
"CCSF","UC Berkeley","Anthropology, B.A.","2025-2026","ANTHRO 3","ANTH 3 OR ANTH 3C","ANTHRO 3: Introduction to Social and Cultural Anthropology","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2F8e3177fa-df3e-4cc5-acf8-08ddbf3f4ee7"
"CCSF","UC Berkeley","Architecture, B.A.","2025-2026","ENV DES 1","ARCH 100 AND GEOG 4","ENV DES 1: Introduction to Environmental Design","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2F4de65e0f-2e9f-4733-acbc-08ddbf3f4ee7"
"CCSF","UC Berkeley","Architecture, B.A.","2025-2026","ARCH 11A","ARCH 102 AND ARCH 29A AND ARCH 29B","ARCH 11A: Introduction to Visual Representation and Drawing","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2F4de65e0f-2e9f-4733-acbc-08ddbf3f4ee7"
"CCSF","UC Berkeley","Architecture, B.A.","2025-2026","ARCH 11B","ARCH 22A AND ARCH 103","ARCH 11B: Introduction to Design","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2F4de65e0f-2e9f-4733-acbc-08ddbf3f4ee7"
"CCSF","UC Berkeley","Architecture, B.A.","2025-2026","MATH 16A","MATH 100A","MATH 16A: Analytic Geometry and Calculus","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2F4de65e0f-2e9f-4733-acbc-08ddbf3f4ee7"
"CCSF","UC Berkeley","Architecture, B.A.","2025-2026","MATH 51","MATH 110A","MATH 51: Calculus I","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2F4de65e0f-2e9f-4733-acbc-08ddbf3f4ee7"
"CCSF","UC Berkeley","Architecture, B.A.","2025-2026","PHYSICS 7A","PHYC 4A AND PHYC 4AL","PHYSICS 7A: Physics for Scientists and Engineers","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2F4de65e0f-2e9f-4733-acbc-08ddbf3f4ee7"
"CCSF","UC Berkeley","Architecture, B.A.","2025-2026","PHYSICS 8A","PHYC 2A AND PHYC 2AL AND PHYC 2AC","PHYSICS 8A: Introductory Physics","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2F4de65e0f-2e9f-4733-acbc-08ddbf3f4ee7"
"CCSF","UC Berkeley","Architecture, B.A.","2025-2026","Courses that satisfy Reading & Composition A","ENGL C1000","ENGL C1000 Academic Reading and Writing 4.00units","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2F4de65e0f-2e9f-4733-acbc-08ddbf3f4ee7"
"CCSF","UC Berkeley","Architecture, B.A.","2025-2026","Courses that satisfy Reading & Composition B","ENGL C1001 OR ENGL 1B OR CMST 2","ENGL C1001 Critical Thinking and Writing 4.00units Or ENGL 1B Writing about Literature 4.00units Or CMST 2 Introduction to Rhetorical Criticism 3.00units","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2F4de65e0f-2e9f-4733-acbc-08ddbf3f4ee7"
"CCSF","UC Berkeley","Architecture, B.A.","2025-2026","A&L A&L-Arts and Literature","AFAM 55 AND ARCH 31A AND ARCH 31B AND ART 101 AND ART 102 AND ART 103 AND ART 104 AND ART 105 AND ART 106 AND ART 107 AND ART 108 AND ART 109 AND ART 118 AND ART 123V AND ART 123W AND ART 146A AND ART 170A AND ASIA 15 AND ASIA 30 AND CHIN 39 AND CINE 18 AND CINE 19 AND CINE 20A AND CINE 20B AND CINE 21 AND CINE 22 AND CINE 23A AND CINE 23B AND CLAS 35 AND DANC 30 AND ENGL C1001 AND ENGL 30A AND ENGL 30B AND ENGL 35A AND ENGL 35B AND ENGL 35C AND ENGL 35D AND ENGL 43 AND ENGL 44A AND ENGL 44B AND ENGL 46A AND ENGL 46B AND ENGL 46C AND ENGL 48C AND ENGL 48K AND ENGL 52 AND ENGL 57 AND ENGL 58 AND FREN 41 AND FREN 42 AND HIST 41A AND HIST 41B AND HUM 11 AND HUM 12 AND HUM 20 AND HUM 25 AND HUM 41A AND HUM 41B AND HUM 48 AND IDST 14 AND IDST 27B AND IDST 31 AND IDST 36 AND PHST 42 AND IDST 46 AND IDST 47 AND JAPA 39 AND LGBT 11 AND LGBT 12 AND LGBT 15 AND LGBT 18 AND LGBT 20 AND LGBT 55 AND LGBT 75 AND MUS 21 AND MUS 22A AND MUS 22B AND MUS 22C AND MUS 23 AND MUS 24 AND MUS 25 AND MUS 26 AND MUS 27A AND MUS 27B AND MUS 27R AND MUS 28 AND PHOT 50A AND PHOT 50B AND CMST 7 AND TH A 30 AND TH A 31 AND TH A 32 AND TH A 33 AND TH A 150A AND TH A 151A AND VMD 110 AND WGST 10","AFAM 55 From Funk to Hip Hop 3.00units ARCH 31A History of Architecture I 3.00units ARCH 31B History of Architecture II 3.00units ART 101 Western Art History I 3.00units ART 102 Western Art History II 3.00units ART 103 History of Modern Art 3.00units ART 104 Asian Art History 3.00units ART 105 Ancient Art and Architecture of Latin America 3.00units ART 106 Latin-American Art History 3.00units ART 107 African-American Art History 3.00units ART 108 Women through Art History 3.00units ART 109 History of Contemporary Art 3.00units ART 118 American Art 3.00units ART 123V Renaissance Art 3.00units ART 123W 19th-Century Painting 3.00units ART 146A Beginning Chinese Brush Painting 3.00units ART 170A Beginning Sculpture 3.00units ASIA 15 Asian Societies and Cultures through Film 3.00units ASIA 30 Manga and Anime 3.00units CHIN 39 Major Achievements of Chinese Thought and Culture 3.00units CINE 18 American Cinema 3.00units CINE 19 Introduction to Documentary Film Studies 3.00units CINE 20A International Film History (1880s-1930s) 3.00units CINE 20B International Film History (1930s-1960s) 3.00units CINE 21 Introduction to Film Studies 3.00units CINE 22 History of Documentary Film 3.00units CINE 23A Films of Alfred Hitchcock 3.00units CINE 23B Focus on Film Noir 3.00units CLAS 35 Tragic Dramas of Greece 3.00units DANC 30 Dance History - Dance in Cultural Context 3.00units ENGL C1001 Critical Thinking and Writing 4.00units ENGL 30A American Literature, Beginnings to Civil War 3.00units ENGL 30B American Literature, 1865 - Present 3.00units ENGL 35A Introduction to Writing Fiction 3.00units ENGL 35B Intermediate Fiction Writing 3.00units ENGL 35C Introduction to Writing Poetry 3.00units ENGL 35D Intermediate Poetry Writing 3.00units ENGL 43 Introduction to Poetry 3.00units ENGL 44A Survey of World Literature, Part I: Ancient, Medieval, and Early Modern 3.00units ENGL 44B Survey of World Literature, Part II: Early Modern to the Present 3.00units ENGL 46A Survey of Literature in English, Part 1: Beowulf through Milton 3.00units ENGL 46B Survey of Literature in English, Part 2: Late-17th through the Mid-19th Century 3.00units ENGL 46C Survey of Literature in English, Part 3: Mid-19th Century to Present 3.00units ENGL 48C Selected Topics: Science Fiction and Fantasy 3.00units ENGL 48K The Bible as Literature 3.00units ENGL 52 Shakespeare 3.00units ENGL 57 Survey of Women's Literature 3.00units ENGL 58 Contemporary Women's Writing 3.00units FREN 41 Culture and Civilization of France 3.00units FREN 42 Contemporary French Culture and Civilization 3.00units HIST 41A African American History From Ancestral West Africa to the Civil War 3.00units HIST 41B 20th Century African American History from the Reconstruction to 21st Century 3.00units HUM 11 Music, Art, and Literature: Traditional 3.00units HUM 12 Music/Art/Literature: Modern 3.00units HUM 20 Bay Area Arts 3.00units HUM 25 Women in the Arts 3.00units HUM 41A Western Cultural Values: Pre-history to the Middle Ages 3.00units HUM 41B Western Cultural Values 3.00units HUM 48 African-American Music, Art, and Literature 3.00units IDST 14 American Cultures in Literature & Film 3.00units IDST 27B Asian Humanities: Contemporary 3.00units IDST 31 Women and Gender in the Middle East 3.00units IDST 36 Poetry for the People 3.00units PHST 42 Introduction to Philippine Arts 3.00units IDST 46 Fa 'a Pasefika: Interdisciplinary Cultural Expressions of Oceania 3.00units IDST 47 Trauma and the Arts: An Interdisciplinary Approach 3.00units JAPA 39 Japanese Culture and Civilization 3.00units LGBT 11 History of LGBTQ+ Film: Silent Era to 1969 3.00units LGBT 12 Contemporary LGBTQIA2+ Film 3.00units LGBT 15 From Greece to Stonewall: Global LGBTQ+ Literature, Art and Culture 3.00units LGBT 18 Transgender Lives, Culture and Art 3.00units LGBT 20 LGBT U.S. Art and Culture 3.00units LGBT 55 Contemporary Global Art and Culture 3.00units LGBT 75 LGBTQ+ Film: in the 1970s and 1980s 3.00units MUS 21 Traditional African Music 3.00units MUS 22A History of Music in Western Culture: Medieval and Renaissance Music 3.00units MUS 22B History of Music in Western Culture: Baroque and Classical Music 3.00units MUS 22C History of Music in Western Culture: 19th Century Romanticism 3.00units MUS 23 Jazz History, Musical Traditions of the African-American 3.00units MUS 24 Music of East Asia 3.00units MUS 25 Music of Latin America and the Caribbean 3.00units MUS 26 Music in American Culture 3.00units MUS 27A Music Appreciation 3.00units MUS 27B Survey of Opera and Musical Theater 3.00units MUS 27R The History of Rock and Popular Music 3.00units MUS 28 20th Century Music 3.00units PHOT 50A History & Aesthetics Pre-1945 4.00units PHOT 50B History & Aesthetics Since 1945 4.00units CMST 7 Oral Interpretation of Literature 3.00units TH A 30 Introduction to Theater 3.00units TH A 31 Survey of Classical Drama 3.00units TH A 32 Survey of Modern Drama 3.00units TH A 33 Survey of the Art of Comedy 3.00units TH A 150A Beginning Acting Fundamentals 3.00units TH A 151A Beginning Character Development and Scene Study 3.00units VMD 110 History of Graphic Design 3.00units WGST 10 Women and Film 3.00units","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2F4de65e0f-2e9f-4733-acbc-08ddbf3f4ee7"
"CCSF","UC Berkeley","Architecture, B.A.","2025-2026","BS BS-Biological Science","ANTH 1 AND ASTR 4 AND BIO 9 AND BIO 10 AND BIO 11 AND BIO 12 AND BIO 19 AND ENVS 31 AND BIO 32 AND BIO 40 AND BIO 51 AND BIO 100A AND BIO 100B AND BIO 106 AND BIO 108 AND BIO 111 AND BIO 112 AND BIO 114 AND BIO 119 AND BIO 120 AND BIO 134 AND OCAN 1 AND PSYC 1B","ANTH 1 Biological Anthropology 3.00units ASTR 4 Life in the Universe 3.00units BIO 9 Human Biology 4.00units BIO 10 Animal Biology 4.00units BIO 11 Science of Living Organisms 4.00units BIO 12 Plant Biology 4.00units BIO 19 Ecology 4.00units ENVS 31 Introduction to Environmental Science 3.00units BIO 32 Marine Biology 3.00units BIO 40 Plants and Animals of California 3.00units BIO 51 Introduction to Genetics 3.00units BIO 100A General Biology 5.00units BIO 100B General Biology 5.00units BIO 106 Introduction to Human Anatomy and Physiology 4.00units BIO 108 General Human Anatomy 4.00units BIO 111 Human Physiology 5.00units BIO 112 Introduction to Human Physiology 4.00units BIO 114 Exploring Neuroscience: An Introduction to the Brain 3.00units BIO 119 Emerging Diseases 3.00units BIO 120 Introduction to Microbiology 4.00units BIO 134 Introduction to Nutrition for Health Sciences 3.00units ENVS 31 Introduction to Environmental Science 3.00units OCAN 1 Oceanography 3.00units PSYC 1B Biological Psychology 3.00units ENVS 31 Introduction to Environmental Science 3.00units","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2F4de65e0f-2e9f-4733-acbc-08ddbf3f4ee7"
"CCSF","UC Berkeley","Architecture, B.A.","2025-2026","HS HS-Historical Studies","ANTH 2 AND ARCH 31A AND ARCH 31B AND ART 101 AND ART 102 AND ART 103 AND ART 104 AND ART 105 AND ART 106 AND ART 107 AND ART 108 AND ART 109 AND ART 118 AND ASAM 20 AND CHIN 39 AND DANC 30 AND FREN 41 AND FREN 42 AND HIST 1 AND HIST 4A AND HIST 4B AND HIST 5 AND HIST 9 AND HIST 12A AND HIST 12B AND HIST 17A AND HIST 17B AND HIST 18A AND HIST 18B AND HIST 20 AND HIST 21 AND HIST 35A AND HIST 35B AND HIST 37 AND HIST 40 AND HIST 41A AND HIST 41B AND IDST 37 AND JAPA 39 AND LALS 1 AND LALS 9 AND LALS 14 AND LALS 15 AND LBCS 15 AND LBCS 70A AND LBCS 70B AND LGBT 9 AND LGBT 18 AND TH A 33 AND VMD 110","ANTH 2 Archaeology and Prehistory 3.00units ARCH 31A History of Architecture I 3.00units ARCH 31B History of Architecture II 3.00units ART 101 Western Art History I 3.00units ART 102 Western Art History II 3.00units ART 103 History of Modern Art 3.00units ART 104 Asian Art History 3.00units ART 105 Ancient Art and Architecture of Latin America 3.00units ART 106 Latin-American Art History 3.00units ART 107 African-American Art History 3.00units ART 108 Women through Art History 3.00units ART 109 History of Contemporary Art 3.00units ART 118 American Art 3.00units ASAM 20 Asian American Experience: 1820 to Present 3.00units CHIN 39 Major Achievements of Chinese Thought and Culture 3.00units DANC 30 Dance History - Dance in Cultural Context 3.00units FREN 41 Culture and Civilization of France 3.00units FREN 42 Contemporary French Culture and Civilization 3.00units HIST 1 The United States Since 1900 3.00units HIST 4A Western Civilization 3.00units HIST 4B Western Civilization 3.00units HIST 5 Europe Since 1900 3.00units HIST 9 Immigrants in U.S. History 3.00units HIST 12A United States Women's History: Pre-Colonial Through 1880s 3.00units HIST 12B United States Women's History: 1890-Present 3.00units HIST 17A United States History to 1877 3.00units HIST 17B United States History: Reconstruction to Present 3.00units HIST 18A The Colonial History of Latin America 3.00units HIST 18B History of Latin America Since Independence 3.00units HIST 20 History of Mexico 3.00units HIST 21 History of the Mexican-American/Chicano 3.00units HIST 35A History of China 3.00units HIST 35B History of China 3.00units HIST 37 History of the Philippines 3.00units HIST 40 History of California 3.00units HIST 41A African American History From Ancestral West Africa to the Civil War 3.00units HIST 41B 20th Century African American History from the Reconstruction to 21st Century 3.00units IDST 37 Introduction to Ethnic Studies 3.00units Same as ETHN 37 JAPA 39 Japanese Culture and Civilization 3.00units LALS 1 The Latinx Experience in the United States 3.00units LALS 9 The Latinx LGBTQ+ Experience 3.00units Same as LGBT 9 LALS 14 Diego Rivera: Art and Social Change in Latin America 3.00units LALS 15 Latin American Workers in the Americas 3.00units Same as LBCS 15 LBCS 15 Latin American Workers in the Americas 3.00units Same as LALS 15 LBCS 70A Who Built America? 1492-1877 3.00units LBCS 70B Who Built America? From Reconstruction to the Present 3.00units LGBT 9 The Latinx LGBTQ+ Experience 3.00units Same as LALS 9 LGBT 18 Transgender Lives, Culture and Art 3.00units TH A 33 Survey of the Art of Comedy 3.00units VMD 110 History of Graphic Design 3.00units","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2F4de65e0f-2e9f-4733-acbc-08ddbf3f4ee7"
